image_path,label,class_name,source_dataset,original_split,original_style,artist,split_random,split_cross_a,split_cross_b,split_artist
data\standardized\places365\00340.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\coco\00341.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\places365\00342.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\coco\00343.jpg,0,photo,coco,,,,val,test,train,val
data\standardized\artbench\00344.jpg,1,art,artbench,train,impressionism,vasily-surikov,train,test,train,train
data\standardized\coco\00345.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\artbench\00346.jpg,1,art,artbench,train,realism,honore-daumier,train,test,train,test
data\standardized\wikiart\00347.jpg,1,art,wikiart,,,lucas-cranach-the-elder,train,train,test,train
data\standardized\coco\00348.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\artbench\00349.jpg,1,art,artbench,train,realism,vladimir-makovsky,test,test,train,train
data\standardized\coco\00350.jpg,0,photo,coco,,,,val,test,train,val
data\standardized\coco\00351.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\coco\00352.jpg,0,photo,coco,,,,test,test,train,test
data\standardized\coco\00353.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\coco\00354.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\places365\00355.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\coco\00356.jpg,0,photo,coco,,,,test,test,val,test
data\standardized\artbench\00357.jpg,1,art,artbench,train,surrealism,jorge-camacho,train,test,train,train
data\standardized\places365\00358.jpg,0,photo,places365,,,,train,val,test,train
data\standardized\places365\00359.jpg,0,photo,places365,,,,test,train,test,val
data\standardized\wikiart\00360.jpg,1,art,wikiart,,,jan-matejko,train,val,test,train
data\standardized\wikiart\00361.jpg,1,art,wikiart,,,james-mcneill-whistler,train,train,test,train
data\standardized\wikiart\00362.jpg,1,art,wikiart,,,franz-kline,test,train,test,train
data\standardized\places365\00363.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\wikiart\00364.jpg,1,art,wikiart,,,vincent-van-gogh,train,train,test,train
data\standardized\artbench\00365.jpg,1,art,artbench,train,romanticism,luis-de-madrazo-y-kuntz,train,test,train,val
data\standardized\artbench\00366.jpg,1,art,artbench,train,expressionism,vasile-kazar,train,test,train,train
data\standardized\coco\00367.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\artbench\00368.jpg,1,art,artbench,train,baroque,simon-vouet,train,test,train,train
data\standardized\wikiart\00369.jpg,1,art,wikiart,,,vincent-van-gogh,train,val,test,train
data\standardized\wikiart\00370.jpg,1,art,wikiart,,,frans-hals,train,train,test,train
data\standardized\places365\00371.jpg,0,photo,places365,,,,train,val,test,train
data\standardized\coco\00372.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\artbench\00373.jpg,1,art,artbench,train,realism,constantin-stahi,train,test,train,train
data\standardized\places365\00374.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\wikiart\00375.jpg,1,art,wikiart,,,egon-schiele,train,train,test,train
data\standardized\coco\00376.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\coco\00377.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\coco\00378.jpg,0,photo,coco,,,,test,test,val,val
data\standardized\coco\00379.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\coco\00380.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\wikiart\00381.jpg,1,art,wikiart,,,sam-francis,train,val,test,train
data\standardized\places365\00382.jpg,0,photo,places365,,,,test,val,test,test
data\standardized\coco\00383.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\coco\00384.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\places365\00385.jpg,0,photo,places365,,,,val,train,test,test
data\standardized\artbench\00386.jpg,1,art,artbench,train,impressionism,edgar-degas,test,test,train,test
data\standardized\artbench\00387.jpg,1,art,artbench,test,expressionism,charles-e-burchfield,test,test,train,train
data\standardized\wikiart\00388.jpg,1,art,wikiart,,,elaine-de-kooning,train,train,test,train
data\standardized\artbench\00389.jpg,1,art,artbench,test,romanticism,paul-cezanne,train,test,train,train
data\standardized\coco\00390.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\places365\00391.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\artbench\00392.jpg,1,art,artbench,train,baroque,esaias-van-de-velde,train,test,val,train
data\standardized\artbench\00393.jpg,1,art,artbench,train,ukiyo_e,kitagawa-utamaro,train,test,train,train
data\standardized\wikiart\00394.jpg,1,art,wikiart,,,pieter-de-hooch,train,train,test,train
data\standardized\artbench\00395.jpg,1,art,artbench,train,surrealism,dominique-appia,train,test,val,train
data\standardized\artbench\00396.jpg,1,art,artbench,test,surrealism,jaroslaw,train,test,train,train
data\standardized\wikiart\00397.jpg,1,art,wikiart,,,gustave-loiseau,train,train,test,val
data\standardized\wikiart\00398.jpg,1,art,wikiart,,,albrecht-durer,train,train,test,test
data\standardized\artbench\00399.jpg,1,art,artbench,train,romanticism,samuel-morse,train,test,train,train
data\standardized\places365\00400.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\artbench\00401.jpg,1,art,artbench,train,surrealism,michael,train,test,val,train
data\standardized\artbench\00402.jpg,1,art,artbench,test,ukiyo_e,hiroshige,train,test,val,train
data\standardized\artbench\00403.jpg,1,art,artbench,train,ukiyo_e,utagawa-kunisada,train,test,train,train
data\standardized\artbench\00404.jpg,1,art,artbench,train,ukiyo_e,katsukawa-shuntei,train,test,train,val
data\standardized\coco\00405.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\places365\00406.jpg,0,photo,places365,,,,val,val,test,val
data\standardized\wikiart\00407.jpg,1,art,wikiart,,,margareta-sterian,train,train,test,train
data\standardized\wikiart\00408.jpg,1,art,wikiart,,,sofonisba-anguissola,train,train,test,train
data\standardized\coco\00409.jpg,0,photo,coco,,,,test,test,val,test
data\standardized\places365\00410.jpg,0,photo,places365,,,,test,train,test,val
data\standardized\places365\00411.jpg,0,photo,places365,,,,val,train,test,val
data\standardized\wikiart\00412.jpg,1,art,wikiart,,,martiros-saryan,train,train,test,train
data\standardized\wikiart\00413.jpg,1,art,wikiart,,,ilya-mashkov,train,train,test,test
data\standardized\coco\00414.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\places365\00415.jpg,0,photo,places365,,,,test,train,test,test
data\standardized\artbench\00416.jpg,1,art,artbench,train,post_impressionism,istvan-nagy,train,test,train,train
data\standardized\artbench\00417.jpg,1,art,artbench,train,realism,william-simpson,train,test,val,train
data\standardized\wikiart\00418.jpg,1,art,wikiart,,,antonello-da-messina,train,train,test,train
data\standardized\places365\00419.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\places365\00420.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\places365\00421.jpg,0,photo,places365,,,,test,train,test,test
data\standardized\coco\00422.jpg,0,photo,coco,,,,test,test,val,test
data\standardized\artbench\00423.jpg,1,art,artbench,train,post_impressionism,felix-vallotton,train,test,train,train
data\standardized\coco\00424.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\coco\00425.jpg,0,photo,coco,,,,test,test,val,val
data\standardized\places365\00426.jpg,0,photo,places365,,,,val,train,test,test
data\standardized\wikiart\00427.jpg,1,art,wikiart,,,egon-schiele,train,train,test,train
data\standardized\wikiart\00428.jpg,1,art,wikiart,,,henri-fantin-latour,train,train,test,train
data\standardized\wikiart\00429.jpg,1,art,wikiart,,,albert-marquet,train,train,test,train
data\standardized\coco\00430.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\places365\00431.jpg,0,photo,places365,,,,test,train,test,val
data\standardized\artbench\00432.jpg,1,art,artbench,train,surrealism,lettl,train,test,train,val
data\standardized\artbench\00433.jpg,1,art,artbench,train,impressionism,joaqu-n-sorolla,train,test,train,train
data\standardized\places365\00434.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\artbench\00435.jpg,1,art,artbench,train,baroque,francesco-guardi,train,test,train,train
data\standardized\artbench\00436.jpg,1,art,artbench,test,realism,jakub-schikaneder,train,test,train,train
data\standardized\coco\00437.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\wikiart\00438.jpg,1,art,wikiart,,,may-wilson,train,train,test,train
data\standardized\artbench\00439.jpg,1,art,artbench,train,post_impressionism,vincent-van-gogh,test,test,train,train
data\standardized\places365\00440.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\artbench\00441.jpg,1,art,artbench,train,realism,mikhail-vrubel,val,test,train,train
data\standardized\wikiart\00442.jpg,1,art,wikiart,,,kay-nielsen,train,train,test,test
data\standardized\wikiart\00443.jpg,1,art,wikiart,,,pablo-picasso,train,val,test,train
data\standardized\coco\00444.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\coco\00445.jpg,0,photo,coco,,,,val,test,val,test
data\standardized\wikiart\00446.jpg,1,art,wikiart,,,maurice-prendergast,train,train,test,val
data\standardized\artbench\00447.jpg,1,art,artbench,test,art_nouveau,max-kurzweil,val,test,val,train
data\standardized\artbench\00448.jpg,1,art,artbench,train,art_nouveau,nicholas-roerich,train,test,train,train
data\standardized\coco\00449.jpg,0,photo,coco,,,,test,test,val,test
data\standardized\coco\00450.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\places365\00451.jpg,0,photo,places365,,,,test,train,test,val
data\standardized\coco\00452.jpg,0,photo,coco,,,,test,test,train,test
data\standardized\coco\00453.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\wikiart\00454.jpg,1,art,wikiart,,,katsushika-hokusai,train,train,test,train
data\standardized\coco\00455.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\coco\00456.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\places365\00457.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\places365\00458.jpg,0,photo,places365,,,,test,val,test,test
data\standardized\wikiart\00459.jpg,1,art,wikiart,,,thomas-gainsborough,train,train,test,train
data\standardized\wikiart\00460.jpg,1,art,wikiart,,,eva-hesse,train,train,test,train
data\standardized\coco\00461.jpg,0,photo,coco,,,,test,test,val,test
data\standardized\coco\00462.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\wikiart\00463.jpg,1,art,wikiart,,,claude-monet,train,train,test,train
data\standardized\wikiart\00464.jpg,1,art,wikiart,,,konstantin-korovin,train,train,test,val
data\standardized\places365\00465.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\artbench\00466.jpg,1,art,artbench,train,renaissance,domenico-beccafumi,train,test,train,train
data\standardized\wikiart\00467.jpg,1,art,wikiart,,,john-singer-sargent,train,train,test,train
data\standardized\wikiart\00468.jpg,1,art,wikiart,,,erro,train,train,test,train
data\standardized\wikiart\00469.jpg,1,art,wikiart,,,edgar-degas,train,train,test,test
data\standardized\coco\00470.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\coco\00471.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\coco\00472.jpg,0,photo,coco,,,,val,test,val,test
data\standardized\artbench\00473.jpg,1,art,artbench,train,expressionism,max-ernst,train,test,train,train
data\standardized\coco\00474.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\wikiart\00475.jpg,1,art,wikiart,,,adriaen-van-ostade,train,train,test,val
data\standardized\coco\00476.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\artbench\00477.jpg,1,art,artbench,train,romanticism,albert-bierstadt,train,test,val,test
data\standardized\coco\00478.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\coco\00479.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\artbench\00480.jpg,1,art,artbench,train,renaissance,luca-signorelli,test,test,train,train
data\standardized\artbench\00481.jpg,1,art,artbench,train,art_nouveau,eleanor-fortescue-brickdale,train,test,train,train
data\standardized\wikiart\00482.jpg,1,art,wikiart,,,pyotr-konchalovsky,train,val,test,test
data\standardized\places365\00483.jpg,0,photo,places365,,,,train,val,test,train
data\standardized\artbench\00484.jpg,1,art,artbench,train,post_impressionism,maurice-prendergast,train,test,train,val
data\standardized\wikiart\00485.jpg,1,art,wikiart,,,bartolome-esteban-murillo,train,train,test,train
data\standardized\artbench\00486.jpg,1,art,artbench,train,baroque,hercules-seghers,train,test,train,test
data\standardized\places365\00487.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\artbench\00488.jpg,1,art,artbench,test,expressionism,frantisek-kupka,train,test,train,train
data\standardized\artbench\00489.jpg,1,art,artbench,train,surrealism,jeff,train,test,val,train
data\standardized\wikiart\00490.jpg,1,art,wikiart,,,lucas-cranach-the-elder,train,train,test,train
data\standardized\coco\00491.jpg,0,photo,coco,,,,test,test,val,val
data\standardized\coco\00492.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\wikiart\00493.jpg,1,art,wikiart,,,john-hoppner,train,train,test,train
data\standardized\places365\00494.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\artbench\00495.jpg,1,art,artbench,train,ukiyo_e,mizuno-toshikata,train,test,train,train
data\standardized\wikiart\00496.jpg,1,art,wikiart,,,pablo-picasso,train,train,test,train
data\standardized\places365\00497.jpg,0,photo,places365,,,,test,train,test,test
data\standardized\wikiart\00498.jpg,1,art,wikiart,,,fernand-leger,train,train,test,train
data\standardized\wikiart\00499.jpg,1,art,wikiart,,,willard-metcalf,train,train,test,train
data\standardized\coco\00500.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\artbench\00501.jpg,1,art,artbench,test,realism,john-leech,train,test,train,train
data\standardized\wikiart\00502.jpg,1,art,wikiart,,,pierre-soulages,train,train,test,train
data\standardized\coco\00503.jpg,0,photo,coco,,,,test,test,val,test
data\standardized\places365\00504.jpg,0,photo,places365,,,,test,train,test,val
data\standardized\artbench\00505.jpg,1,art,artbench,train,renaissance,hans-holbein-the-younger,train,test,train,train
data\standardized\wikiart\00506.jpg,1,art,wikiart,,,charles-francois-daubigny,train,train,test,train
data\standardized\coco\00507.jpg,0,photo,coco,,,,test,test,val,val
data\standardized\artbench\00508.jpg,1,art,artbench,train,realism,alexey-bogolyubov,train,test,train,train
data\standardized\coco\00509.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\artbench\00510.jpg,1,art,artbench,train,impressionism,stefan-luchian,train,test,train,train
data\standardized\places365\00511.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\artbench\00512.jpg,1,art,artbench,train,art_nouveau,anna-ostroumova-lebedeva,test,test,train,train
data\standardized\artbench\00513.jpg,1,art,artbench,train,impressionism,piet-mondrian,val,test,train,val
data\standardized\artbench\00514.jpg,1,art,artbench,train,romanticism,heinrich-burkel,train,test,train,val
data\standardized\artbench\00515.jpg,1,art,artbench,train,art_nouveau,jacek-malczewski,train,test,val,train
data\standardized\wikiart\00516.jpg,1,art,wikiart,,,jean-david,train,train,test,train
data\standardized\places365\00517.jpg,0,photo,places365,,,,test,train,test,val
